date,hour,price,volume
2016-01-08,21,56.02,177.0
2016-01-08,22,47.34,382.0
2016-01-08,23,47.32,380.0
2016-01-09,0,48.01,524.0
2016-01-09,1,48.01,524.0
2016-01-09,2,48.01,524.0
2016-01-09,3,48.03,524.9
2016-01-09,4,48.03,524.9
2016-01-09,5,48.01,524.0
2016-01-09,6,50.08,276.8
2016-01-09,7,111.72,46.3
2016-01-09,8,109.31,25.0
2016-01-09,9,109.31,25.0
2016-01-09,10,109.31,25.0
2016-01-09,11,109.31,25.0
2016-01-09,12,56.08,100.0
2016-01-09,13,56.08,100.0
2016-01-09,14,56.08,100.0
2016-01-09,15,56.08,100.0
2016-01-09,16,56.08,100.0
2016-01-09,17,56.08,100.0
2016-01-09,18,115.35,43.0
2016-01-09,19,115.35,43.0
2016-01-09,20,50.02,300.0
2016-01-09,21,50.01,302.5
2016-01-09,22,48.01,524.0
2016-01-09,23,48.01,524.0
2016-01-10,0,52.06,400.0
2016-01-10,1,52.06,400.0
2016-01-10,2,52.06,400.0
2016-01-10,3,52.08,400.0
2016-01-10,4,52.08,400.0
2016-01-10,5,56.03,330.0
2016-01-10,6,64.12,67.0
2016-01-10,7,91.19,67.0
2016-01-10,8,109.27,30.9
2016-01-10,9,109.27,30.9
2016-01-10,10,56.08,100.0
2016-01-10,11,56.08,100.0
2016-01-10,12,56.06,130.2
2016-01-10,13,56.06,130.2
2016-01-10,14,56.06,130.2
2016-01-10,15,56.06,130.2
2016-01-10,16,56.06,130.2
2016-01-10,17,56.06,130.2
2016-01-10,18,115.66,44.0
2016-01-10,19,115.66,44.0
2016-01-10,20,111.54,47.0
2016-01-10,21,50.18,260.0
2016-01-10,22,52.06,400.0
2016-01-10,23,52.06,400.0
2016-01-11,0,52.02,420.0
2016-01-11,1,51.05,430.0
2016-01-11,2,50.08,440.0
2016-01-11,3,51.05,440.0
2016-01-11,4,52.05,417.0
2016-01-11,5,52.06,400.0
2016-01-11,6,86.51,67.0
2016-01-11,7,151.48,0.0
2016-01-11,8,142.23,0.0
2016-01-11,9,142.23,0.0
2016-01-11,10,159.02,0.0
2016-01-11,11,102.76,27.0
2016-01-11,12,102.76,27.0
2016-01-11,13,102.76,27.0
2016-01-11,14,102.76,27.0
2016-01-11,15,102.76,27.0
2016-01-11,16,105.45,67.0
2016-01-11,17,164.27,0.0
2016-01-11,18,177.63,4.0
2016-01-11,19,177.63,4.0
2016-01-11,20,169.58,46.0
2016-01-11,21,65.95,60.0
2016-01-11,22,52.06,400.0
2016-01-11,23,51.05,430.0
2016-01-12,0,48.1,342.4
2016-01-12,1,48.08,350.5
2016-01-12,2,48.08,350.5
2016-01-12,3,48.1,352.4
2016-01-12,4,48.17,352.0
2016-01-12,5,48.69,342.0
2016-01-12,6,96.03,59.0
2016-01-12,7,138.38,19.0
2016-01-12,8,109.47,1.1
2016-01-12,9,109.47,1.1
2016-01-12,10,105.59,19.0
2016-01-12,11,105.59,19.0
2016-01-12,12,105.59,19.0
2016-01-12,13,104.95,19.0
2016-01-12,14,104.95,19.0
2016-01-12,15,104.95,19.0
2016-01-12,16,106.29,59.0
2016-01-12,17,109.18,50.9
2016-01-12,18,165.81,36.0
2016-01-12,19,165.81,36.0
2016-01-12,20,139.17,39.0
2016-01-12,21,61.91,52.0
2016-01-12,22,48.27,342.0
2016-01-12,23,48.18,342.0
2016-01-13,0,48.26,371.0
2016-01-13,1,48.1,372.0
2016-01-13,2,48.1,372.0
2016-01-13,3,48.1,372.0
2016-01-13,4,48.19,370.0
2016-01-13,5,50.04,350.0
2016-01-13,6,95.83,58.0
2016-01-13,7,125.44,36.0
2016-01-13,8,108.07,18.0
2016-01-13,9,108.07,18.0
2016-01-13,10,105.52,18.0
2016-01-13,11,105.52,18.0
2016-01-13,12,105.52,18.0
2016-01-13,13,104.91,18.0
2016-01-13,14,104.91,18.0
2016-01-13,15,104.91,18.0
2016-01-13,16,106.26,58.0
2016-01-13,17,109.29,51.0
2016-01-13,18,165.81,36.0
2016-01-13,19,165.81,36.0
2016-01-13,20,139.17,39.0
2016-01-13,21,61.66,51.0
2016-01-13,22,48.26,341.0
2016-01-13,23,48.1,342.2
2016-01-14,0,48.4,371.0
2016-01-14,1,48.39,370.0
2016-01-14,2,48.39,370.0
2016-01-14,3,48.39,370.0
2016-01-14,4,48.39,370.0
2016-01-14,5,50.04,350.0
2016-01-14,6,95.57,58.0
2016-01-14,7,125.1,36.0
2016-01-14,8,99.07,18.0
2016-01-14,9,99.07,18.0
2016-01-14,10,99.07,18.0
2016-01-14,11,99.07,18.0
2016-01-14,12,99.07,18.0
2016-01-14,13,99.07,18.0
2016-01-14,14,99.07,18.0
2016-01-14,15,99.07,18.0
2016-01-14,16,105.97,58.0
2016-01-14,17,109.28,51.2
2016-01-14,18,165.37,36.0
2016-01-14,19,165.37,36.0
2016-01-14,20,138.79,39.0
2016-01-14,21,61.49,51.0
2016-01-14,22,48.13,341.0
2016-01-14,23,48.13,341.0
2016-01-15,0,48.04,309.5
2016-01-15,1,48.06,311.7
2016-01-15,2,48.07,314.0
2016-01-15,3,48.18,330.0
2016-01-15,4,48.11,320.0
2016-01-15,5,48.06,279.0
2016-01-15,6,97.38,67.0
2016-01-15,7,139.6,45.0
2016-01-15,8,99.07,17.0
2016-01-15,9,99.07,17.0
2016-01-15,10,99.07,17.0
2016-01-15,11,99.07,17.0
2016-01-15,12,99.07,17.0
2016-01-15,13,99.07,17.0
2016-01-15,14,99.07,17.0
2016-01-15,15,99.07,17.0
2016-01-15,16,105.44,67.0
2016-01-15,17,109.36,51.2
2016-01-15,18,174.31,41.5
2016-01-15,19,174.31,41.5
2016-01-15,20,145.23,47.0
2016-01-15,21,63.76,60.0
2016-01-15,22,48.04,309.9
2016-01-15,23,48.11,320.0
2016-01-16,0,47.05,390.0
2016-01-16,1,46.99,390.0
2016-01-16,2,46.96,390.0
2016-01-16,3,47.0,400.0
2016-01-16,4,47.01,400.0
2016-01-16,5,46.93,350.0
2016-01-16,6,50.07,267.9
2016-01-16,7,110.88,44.0
2016-01-16,8,115.38,44.0
2016-01-16,9,115.38,44.0
2016-01-16,10,109.19,25.5
2016-01-16,11,109.19,25.5
2016-01-16,12,56.06,100.0
2016-01-16,13,56.06,100.0
2016-01-16,14,56.06,100.0
2016-01-16,15,56.05,100.0
2016-01-16,16,56.06,100.0
2016-01-16,17,56.05,100.0
2016-01-16,18,107.69,21.0
2016-01-16,19,112.03,34.0
2016-01-16,20,48.64,294.0
2016-01-16,21,48.64,294.0
2016-01-16,22,47.19,384.0
2016-01-16,23,46.93,334.0
2016-01-17,0,48.46,354.0
2016-01-17,1,48.37,354.0
2016-01-17,2,48.31,354.0
2016-01-17,3,48.36,363.0
2016-01-17,4,48.33,363.0
2016-01-17,5,49.82,314.0
2016-01-17,6,56.08,60.0
2016-01-17,7,76.22,31.0
2016-01-17,8,105.28,31.0
2016-01-17,9,109.0,31.0
2016-01-17,10,56.05,100.0
2016-01-17,11,56.04,117.0
2016-01-17,12,56.04,116.0
2016-01-17,13,56.04,114.0
2016-01-17,14,56.04,118.0
2016-01-17,15,56.05,113.0
2016-01-17,16,56.05,100.0
2016-01-17,17,56.06,100.0
2016-01-17,18,109.41,26.2
2016-01-17,19,112.01,34.0
2016-01-17,20,109.43,38.9
2016-01-17,21,50.06,262.9
2016-01-17,22,48.71,360.0
2016-01-17,23,48.39,310.0
2016-01-18,0,48.78,360.0
2016-01-18,1,48.79,360.0
2016-01-18,2,48.74,360.0
2016-01-18,3,48.63,370.0
2016-01-18,4,48.87,370.0
2016-01-18,5,48.6,320.0
2016-01-18,6,71.01,32.0
2016-01-18,7,174.25,0.0
2016-01-18,8,142.0,0.0
2016-01-18,9,142.0,0.0
2016-01-18,10,158.74,0.0
2016-01-18,11,101.81,17.0
2016-01-18,12,101.81,17.0
2016-01-18,13,101.81,17.0
2016-01-18,14,101.81,17.0
2016-01-18,15,101.81,17.0
2016-01-18,16,105.17,67.0
2016-01-18,17,163.99,0.0
2016-01-18,18,176.09,2.4
2016-01-18,19,177.32,4.2
2016-01-18,20,170.47,47.0
2016-01-18,21,65.77,60.0
2016-01-18,22,48.87,360.0
2016-01-18,23,48.21,310.0
2016-01-19,0,51.5,250.0
2016-01-19,1,51.5,250.0
2016-01-19,2,51.5,250.0
2016-01-19,3,51.66,260.0
2016-01-19,4,51.66,260.0
2016-01-19,5,51.83,210.0
2016-01-19,6,104.22,37.0
2016-01-19,7,144.58,24.0
2016-01-19,8,109.44,2.0
2016-01-19,9,109.44,2.0
2016-01-19,10,103.55,17.0
2016-01-19,11,103.55,17.0
2016-01-19,12,103.55,17.0
2016-01-19,13,103.55,17.0
2016-01-19,14,103.55,17.0
2016-01-19,15,103.55,17.0
2016-01-19,16,117.95,14.6
2016-01-19,17,118.74,15.6
2016-01-19,18,112.69,4.0
2016-01-19,19,144.58,24.0
2016-01-19,20,141.4,44.0
2016-01-19,21,65.12,60.0
2016-01-19,22,51.5,250.0
2016-01-19,23,51.0,220.0
2016-01-20,0,51.63,250.0
2016-01-20,1,51.63,250.0
2016-01-20,2,51.63,250.0
2016-01-20,3,51.8,260.0
2016-01-20,4,51.8,260.0
2016-01-20,5,51.97,210.0
2016-01-20,6,104.83,47.0
2016-01-20,7,153.36,29.2
2016-01-20,8,109.45,1.8
2016-01-20,9,109.45,1.8
2016-01-20,10,103.83,17.0
2016-01-20,11,103.83,17.0
2016-01-20,12,103.83,17.0
2016-01-20,13,103.83,17.0
2016-01-20,14,103.83,17.0
2016-01-20,15,103.83,17.0
2016-01-20,16,120.66,17.6
2016-01-20,17,124.18,22.0
2016-01-20,18,112.99,4.0
2016-01-20,19,160.96,34.0
2016-01-20,20,142.57,45.0
2016-01-20,21,65.29,60.0
2016-01-20,22,51.63,250.0
2016-01-20,23,51.13,220.0
2016-01-21,0,51.05,250.0
2016-01-21,1,51.05,250.0
2016-01-21,2,51.05,250.0
2016-01-21,3,51.22,260.0
2016-01-21,4,51.22,260.0
2016-01-21,5,51.38,210.0
2016-01-21,6,103.66,47.0
2016-01-21,7,149.67,28.0
2016-01-21,8,109.39,2.5
2016-01-21,9,109.39,2.5
2016-01-21,10,102.47,11.0
2016-01-21,11,102.47,11.0
2016-01-21,12,102.47,11.0
2016-01-21,13,102.47,11.0
2016-01-21,14,102.47,11.0
2016-01-21,15,102.47,11.0
2016-01-21,16,120.6,19.2
2016-01-21,17,111.73,8.0
2016-01-21,18,109.39,2.5
2016-01-21,19,144.93,25.0
2016-01-21,20,124.37,24.0
2016-01-21,21,63.57,55.0
2016-01-21,22,50.97,245.0
2016-01-21,23,50.48,215.0
2016-01-22,0,51.04,250.0
2016-01-22,1,51.04,250.0
2016-01-22,2,51.04,250.0
2016-01-22,3,51.18,260.0
2016-01-22,4,51.47,280.0
2016-01-22,5,52.82,260.0
2016-01-22,6,120.04,100.0
2016-01-22,7,150.08,28.6
2016-01-22,8,109.17,2.7
2016-01-22,9,109.17,2.7
2016-01-22,10,101.84,4.0
2016-01-22,11,101.84,4.0
2016-01-22,12,101.84,4.0
2016-01-22,13,101.84,4.0
2016-01-22,14,101.84,4.0
2016-01-22,15,101.84,4.0
2016-01-22,16,150.06,57.2
2016-01-22,17,150.08,57.3
2016-01-22,18,150.1,28.6
2016-01-22,19,150.1,28.6
2016-01-22,20,150.08,57.3
2016-01-22,21,90.01,197.0
2016-01-22,22,51.25,265.0
2016-01-22,23,50.82,235.0
2016-01-23,0,50.6,286.0
2016-01-23,1,50.43,286.0
2016-01-23,2,50.35,286.0
2016-01-23,3,50.45,296.0
2016-01-23,4,50.37,286.0
2016-01-23,5,50.27,256.0
2016-01-23,6,56.04,129.4
2016-01-23,7,110.76,41.0
2016-01-23,8,112.68,41.0
2016-01-23,9,115.29,41.0
2016-01-23,10,111.37,26.0
2016-01-23,11,109.3,25.7
2016-01-23,12,57.61,63.0
2016-01-23,13,56.31,23.0
2016-01-23,14,56.31,23.0
2016-01-23,15,56.31,23.0
2016-01-23,16,56.31,23.0
2016-01-23,17,56.31,23.0
2016-01-23,18,107.97,13.0
2016-01-23,19,107.97,13.0
2016-01-23,20,54.1,166.0
2016-01-23,21,53.99,156.0
2016-01-23,22,50.65,286.0
2016-01-23,23,50.35,256.0
2016-01-24,0,51.51,306.0
2016-01-24,1,51.22,306.0
2016-01-24,2,51.18,306.0
2016-01-24,3,51.28,316.0
2016-01-24,4,51.06,306.0
2016-01-24,5,53.69,226.0
2016-01-24,6,56.1,3.9
2016-01-24,7,57.46,0.0
2016-01-24,8,69.35,23.0
2016-01-24,9,69.35,23.0
2016-01-24,10,56.05,100.0
2016-01-24,11,56.05,100.0
2016-01-24,12,56.05,100.0
2016-01-24,13,56.05,100.0
2016-01-24,14,56.05,100.0
2016-01-24,15,56.05,100.0
2016-01-24,16,56.05,100.0
2016-01-24,17,56.05,100.0
2016-01-24,18,64.77,13.0
2016-01-24,19,64.77,13.0
2016-01-24,20,66.14,16.0
2016-01-24,21,53.2,156.0
2016-01-24,22,51.65,306.0
2016-01-24,23,51.22,276.0
2016-01-25,0,51.65,306.0
2016-01-25,1,51.65,306.0
2016-01-25,2,51.65,306.0
2016-01-25,3,51.8,316.0
2016-01-25,4,51.65,306.0
2016-01-25,5,51.22,276.0
2016-01-25,6,69.35,23.0
2016-01-25,7,171.37,2.2
2016-01-25,8,139.72,0.0
2016-01-25,9,139.72,0.0
2016-01-25,10,156.02,0.0
2016-01-25,11,98.56,8.0
2016-01-25,12,98.56,8.0
2016-01-25,13,98.56,8.0
2016-01-25,14,98.56,8.0
2016-01-25,15,98.56,8.0
2016-01-25,16,102.16,63.0
2016-01-25,17,176.27,0.0
2016-01-25,18,174.93,7.7
2016-01-25,19,176.93,10.7
2016-01-25,20,163.4,45.0
2016-01-25,21,67.36,56.0
2016-01-25,22,51.65,306.0
2016-01-25,23,51.22,276.0
2016-01-26,0,51.09,246.0
2016-01-26,1,50.84,246.0
2016-01-26,2,50.84,246.0
2016-01-26,3,51.1,257.0
2016-01-26,4,51.6,277.0
2016-01-26,5,51.82,216.0
2016-01-26,6,102.79,33.0
2016-01-26,7,138.06,21.0
2016-01-26,8,109.33,2.8
2016-01-26,9,109.33,2.8
2016-01-26,10,101.97,8.0
2016-01-26,11,101.97,8.0
2016-01-26,12,101.97,8.0
2016-01-26,13,101.97,8.0
2016-01-26,14,101.97,8.0
2016-01-26,15,101.97,8.0
2016-01-26,16,120.52,19.7
2016-01-26,17,118.37,17.0
2016-01-26,18,116.01,7.0
2016-01-26,19,139.63,22.0
2016-01-26,20,140.42,45.0
2016-01-26,21,64.7,62.0
2016-01-26,22,51.53,272.0
2016-01-26,23,51.16,242.0
2016-01-27,0,50.09,264.5
2016-01-27,1,50.09,268.9
2016-01-27,2,50.08,273.3
2016-01-27,3,50.1,274.6
2016-01-27,4,50.63,293.0
2016-01-27,5,52.96,282.0
2016-01-27,6,120.08,100.0
2016-01-27,7,157.0,33.3
2016-01-27,8,120.09,9.8
2016-01-27,9,120.09,9.8
2016-01-27,10,120.03,100.0
2016-01-27,11,120.03,100.0
2016-01-27,12,120.03,100.0
2016-01-27,13,120.03,100.0
2016-01-27,14,120.03,100.0
2016-01-27,15,120.03,100.0
2016-01-27,16,150.04,57.7
2016-01-27,17,150.07,57.8
2016-01-27,18,150.08,28.9
2016-01-27,19,170.68,42.0
2016-01-27,20,150.09,57.8
2016-01-27,21,82.1,155.2
2016-01-27,22,51.37,302.0
2016-01-27,23,51.05,280.0
2016-01-28,0,50.0,253.9
2016-01-28,1,49.9,252.0
2016-01-28,2,49.83,252.0
2016-01-28,3,49.99,263.0
2016-01-28,4,50.03,247.8
2016-01-28,5,50.94,205.0
2016-01-28,6,120.04,100.0
2016-01-28,7,156.82,33.6
2016-01-28,8,110.09,3.7
2016-01-28,9,110.09,3.7
2016-01-28,10,103.09,64.9
2016-01-28,11,103.09,64.9
2016-01-28,12,103.09,64.9
2016-01-28,13,103.09,64.9
2016-01-28,14,103.09,64.9
2016-01-28,15,103.09,64.9
2016-01-28,16,142.0,48.3
2016-01-28,17,142.1,48.4
2016-01-28,18,142.07,24.2
2016-01-28,19,152.7,31.0
2016-01-28,20,142.07,48.4
2016-01-28,21,90.02,200.6
2016-01-28,22,50.05,227.5
2016-01-28,23,50.05,227.5
2016-01-29,0,50.15,200.0
2016-01-29,1,50.15,200.0
2016-01-29,2,50.15,200.0
2016-01-29,3,50.23,205.0
2016-01-29,4,50.74,240.0
2016-01-29,5,51.69,240.0
2016-01-29,6,120.05,100.0
2016-01-29,7,156.8,33.7
2016-01-29,8,110.09,3.2
2016-01-29,9,110.09,3.2
2016-01-29,10,103.88,71.0
2016-01-29,11,103.88,71.0
2016-01-29,12,103.88,71.0
2016-01-29,13,103.88,71.0
2016-01-29,14,103.88,71.0
2016-01-29,15,103.88,71.0
2016-01-29,16,142.0,48.0
2016-01-29,17,142.1,48.2
2016-01-29,18,142.07,24.1
2016-01-29,19,151.17,30.0
2016-01-29,20,142.09,48.2
2016-01-29,21,90.03,202.3
2016-01-29,22,50.74,240.0
2016-01-29,23,50.74,240.0
2016-01-30,0,49.71,260.0
2016-01-30,1,49.45,257.0
2016-01-30,2,49.31,257.0
2016-01-30,3,49.34,263.0
2016-01-30,4,49.05,270.0
2016-01-30,5,49.15,270.0
2016-01-30,6,60.04,313.0
2016-01-30,7,110.1,40.2
2016-01-30,8,110.04,31.3
2016-01-30,9,110.04,31.3
2016-01-30,10,110.04,31.3
2016-01-30,11,110.04,31.3
2016-01-30,12,90.74,176.0
2016-01-30,13,79.31,136.0
2016-01-30,14,82.17,146.0
2016-01-30,15,85.03,156.0
2016-01-30,16,83.6,151.0
2016-01-30,17,89.31,171.0
2016-01-30,18,120.06,76.9
2016-01-30,19,120.03,76.7
2016-01-30,20,60.05,300.0
2016-01-30,21,53.9,174.0
2016-01-30,22,49.53,270.0
2016-01-30,23,49.58,270.0
2016-01-31,0,50.02,250.3
2016-01-31,1,49.82,257.0
2016-01-31,2,49.74,257.0
2016-01-31,3,49.75,263.0
2016-01-31,4,49.41,263.0
2016-01-31,5,50.93,202.0
2016-01-31,6,79.51,146.0
2016-01-31,7,85.36,116.0
2016-01-31,8,103.1,101.8
2016-01-31,9,104.13,105.0
2016-01-31,10,104.24,106.0
2016-01-31,11,104.84,111.0
2016-01-31,12,86.45,161.0
2016-01-31,13,87.88,166.0
2016-01-31,14,86.45,161.0
2016-01-31,15,85.03,156.0
2016-01-31,16,85.03,156.0
2016-01-31,17,97.72,186.0
2016-01-31,18,110.05,145.7
2016-01-31,19,109.47,141.3
2016-01-31,20,109.21,156.7
2016-01-31,21,53.33,179.0
2016-01-31,22,49.65,255.0
2016-01-31,23,49.71,255.0
